Hospital-Standards-SE3-Financial Management Support-Internal/external audit reports and responses thereto are available.,,Hospital-Standards-SE3-Financial Management Support-3.1.1.7,7 Hospital-Standards-SE3-Financial Management Support-3.1.1.7,Internal/external audit reports and responses thereto are available.,Internal/external audit reports and responses thereto are available.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Financial Management Support-There is a capital asset replacement programme.,,Hospital-Standards-SE3-Financial Management Support-3.1.1.8,8 Hospital-Standards-SE3-Financial Management Support-3.1.1.8,There is a capital asset replacement programme.,There is a capital asset replacement programme.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Financial Management Support-There is a capital asset register which is routinely maintained.,,Hospital-Standards-SE3-Financial Management Support-3.1.1.9,9 Hospital-Standards-SE3-Financial Management Support-3.1.1.9,There is a capital asset register which is routinely maintained.,There is a capital asset register which is routinely maintained.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Financial Management Support-There is a mechanism to ensure that the level of debtors is kept to a minimum.,,Hospital-Standards-SE3-Financial Management Support-3.1.1.10,10 Hospital-Standards-SE3-Financial Management Support-3.1.1.10,There is a mechanism to ensure that the level of debtors is kept to a minimum.,There is a mechanism to ensure that the level of debtors is kept to a minimum.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE3-Health Record Management-A designated individual is responsible for the storage, maintenance and retrieval of health records.",,Hospital-Standards-SE3-Health Record Management-3.2.1.1,11 Hospital-Standards-SE3-Health Record Management-3.2.1.1,"A designated individual is responsible for the storage, maintenance and retrieval of health records.","A designated individual is responsible for the storage, maintenance and retrieval of health records.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-The health record manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,,Hospital-Standards-SE3-Health Record Management-3.2.1.2,12 Hospital-Standards-SE3-Health Record Management-3.2.1.2,The health record manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,The health record manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-There is a written policy for addressing the privacy and confidentiality of information that is based on and consistent with laws and regulations.,,Hospital-Standards-SE3-Health Record Management-3.2.1.3,13 Hospital-Standards-SE3-Health Record Management-3.2.1.3,There is a written policy for addressing the privacy and confidentiality of information that is based on and consistent with laws and regulations.,There is a written policy for addressing the privacy and confidentiality of information that is based on and consistent with laws and regulations.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE3-Health Record Management-Originals of all reports by medical, nursing and other health professionals are filed in the records.",,Hospital-Standards-SE3-Health Record Management-3.2.1.4,14 Hospital-Standards-SE3-Health Record Management-3.2.1.4,"Originals of all reports by medical, nursing and other health professionals are filed in the records.","Originals of all reports by medical, nursing and other health professionals are filed in the records.",TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE3-Health Record Management-A documented policy regarding records that are kept separately (e.g. psychiatric, social work, motor vehicle accidents) is implemented.",,Hospital-Standards-SE3-Health Record Management-3.2.1.5,15 Hospital-Standards-SE3-Health Record Management-3.2.1.5,"A documented policy regarding records that are kept separately (e.g. psychiatric, social work, motor vehicle accidents) is implemented.","A documented policy regarding records that are kept separately (e.g. psychiatric, social work, motor vehicle accidents) is implemented.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-There is a system that allows for the rapid retrieval and distribution of health records.,,Hospital-Standards-SE3-Health Record Management-3.2.1.6,16 Hospital-Standards-SE3-Health Record Management-3.2.1.6,There is a system that allows for the rapid retrieval and distribution of health records.,There is a system that allows for the rapid retrieval and distribution of health records.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-There is a communication system for the request of health records.,,Hospital-Standards-SE3-Health Record Management-3.2.1.7,17 Hospital-Standards-SE3-Health Record Management-3.2.1.7,There is a communication system for the request of health records.,There is a communication system for the request of health records.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-The organisation implements a policy regarding patients having access to their health information and the process for gaining access when permitted.,,Hospital-Standards-SE3-Health Record Management-3.2.1.8,18 Hospital-Standards-SE3-Health Record Management-3.2.1.8,The organisation implements a policy regarding patients having access to their health information and the process for gaining access when permitted.,The organisation implements a policy regarding patients having access to their health information and the process for gaining access when permitted.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-There is an effective monitoring system (e.g. by using tracer cards) whereby records can be traced within the facility at all times.,,Hospital-Standards-SE3-Health Record Management-3.2.1.9,19 Hospital-Standards-SE3-Health Record Management-3.2.1.9,There is an effective monitoring system (e.g. by using tracer cards) whereby records can be traced within the facility at all times.,There is an effective monitoring system (e.g. by using tracer cards) whereby records can be traced within the facility at all times.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-The filing system allows for incorrectly filed records to be easily identified (e.g. by using colour coding).,,Hospital-Standards-SE3-Health Record Management-3.2.1.10,20 Hospital-Standards-SE3-Health Record Management-3.2.1.10,The filing system allows for incorrectly filed records to be easily identified (e.g. by using colour coding).,The filing system allows for incorrectly filed records to be easily identified (e.g. by using colour coding).,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-There is provision for authorised access to health records at all times.,,Hospital-Standards-SE3-Health Record Management-3.2.1.11,21 Hospital-Standards-SE3-Health Record Management-3.2.1.11,There is provision for authorised access to health records at all times.,There is provision for authorised access to health records at all times.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE3-Health Record Management-Where electronic health records are used, there is a system to protect the integrity of the records.",,Hospital-Standards-SE3-Health Record Management-3.2.1.12,22 Hospital-Standards-SE3-Health Record Management-3.2.1.12,"Where electronic health records are used, there is a system to protect the integrity of the records.","Where electronic health records are used, there is a system to protect the integrity of the records.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-All storage areas for health records are secure against unauthorised entry.,,Hospital-Standards-SE3-Health Record Management-3.2.1.13,23 Hospital-Standards-SE3-Health Record Management-3.2.1.13,All storage areas for health records are secure against unauthorised entry.,All storage areas for health records are secure against unauthorised entry.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE3-Health Record Management-The organisation's policy on the retention of health records and other data and information is implemented.,,Hospital-Standards-SE3-Health Record Management-3.2.1.14,24 Hospital-Standards-SE3-Health Record Management-3.2.1.14,The organisation's policy on the retention of health records and other data and information is implemented.,The organisation's policy on the retention of health records and other data and information is implemented.,TRACKER,TEXT,COUNT,,,,,,optionSet
